videoId,authorDisplayName,publishedAt,updatedAt,likeCount,totalReplyCount,textDisplay
rDxrpSqYHD8,@jaywood8969,2023-11-02 10:02:54+00:00,2023-11-02 10:02:54+00:00,1,0,"We need new Bruce Irvin, Armor King, Craig Marduk and Lei Wulong to appear"
rDxrpSqYHD8,@danilhakim2363,2023-11-02 10:03:01+00:00,2023-11-02 10:03:01+00:00,0,0,looking foward to use shahin
rDxrpSqYHD8,@anujsehgal6711,2023-11-02 10:05:53+00:00,2023-11-02 10:05:53+00:00,1,0,Devil Jin &lt;3333333333333333333
rDxrpSqYHD8,@TheAnimeknight002,2023-11-02 10:07:32+00:00,2023-11-02 10:07:32+00:00,0,0,I think angel will also returning 🤔
rDxrpSqYHD8,@jaywood8969,2023-11-02 10:08:13+00:00,2023-11-02 10:08:13+00:00,3,1,"I&#39;m looking forward to seeing the trailers for Steve Fox, Dragunov, Yoshimitsu, Shaheen and Lee Chaolan"
rDxrpSqYHD8,@Zetriiz,2023-11-02 10:17:10+00:00,2023-11-02 10:17:10+00:00,0,2,I’m guessing last 2 characters are Devil Kazuya and Heihachi?
rDxrpSqYHD8,@leozzinesan5772,2023-11-02 10:17:51+00:00,2023-11-02 10:17:51+00:00,0,0,Zafina using azazel&#39;s powers made my jaw drop in nostalgia
rDxrpSqYHD8,@VEGITOOO,2023-11-02 10:17:52+00:00,2023-11-02 10:17:52+00:00,1,2,No Yushimitsu????
rDxrpSqYHD8,@madhavendrasingh8158,2023-11-02 10:23:01+00:00,2023-11-02 10:23:01+00:00,0,0,I bet we can&#39;t get a masterpiece like tekken ever
rDxrpSqYHD8,@mcpelozer,2023-11-02 10:23:03+00:00,2023-11-02 10:23:03+00:00,0,0,"Heihachi, Miguel, Marduk, Armor King, Julia, Ganryu, Lei Wulong, Anna Williams are missing.<br>Who will fill up those two next?"
rDxrpSqYHD8,@Adastra14,2023-11-02 10:27:24+00:00,2023-11-02 10:27:24+00:00,0,0,"I&#39;ve never, EVER, been this hyped for LEE :D :D !"
rDxrpSqYHD8,@logandunlap9156,2023-11-02 10:31:52+00:00,2023-11-02 10:31:52+00:00,0,0,dragunov looks like a crusty ass rotting corpse i love it
rDxrpSqYHD8,@grimrow,2023-11-02 10:34:56+00:00,2023-11-02 10:34:56+00:00,0,0,so no miguel?
rDxrpSqYHD8,@druuudruuu6804,2023-11-02 10:36:39+00:00,2023-11-02 10:36:39+00:00,0,0,did i mias the yoshi trailer ?
rDxrpSqYHD8,@JESSROCKEDChannel,2023-11-02 10:40:43+00:00,2023-11-02 10:40:43+00:00,2,0,"<a href=""https://www.youtube.com/watch?v=rDxrpSqYHD8&amp;t=30"">0:30</a> Steve Fox&#39; dialogue sounded so cringe as hell. It&#39;s like he caught a pokemon or somethin"
rDxrpSqYHD8,@wolfmanjack9959,2023-11-02 10:43:16+00:00,2023-11-02 10:43:16+00:00,0,0,Oh god Steve what have they done to you 😢. Look how they massacred my boy.
